"taxon_name","leaf_length","plant_height","leaf_width","leaf_area","plant_growth_form","woodiness_detailed","leaf_shape","life_history","fam","LxW","residuals","logLxW","log_area","log_length","log_width","log_height"
"Gratiola pubescens",16.5,0.1546875,4.25,122.522,"herb","herbaceous","lanceolate narrowly_elliptical","perennial","Plantaginaceae",70.125,0.411946645456122,4.25027936384286,4.80829060569683,2.80336038090653,1.44691898293633,-1.86634832621913
"Grevillea anethifolia",29.5,1.31181818181818,0.85,104.2,"shrub","woody","linear terete","perennial","Proteaceae",25.075,1.13391724234512,3.221871333848,4.64631212931927,3.38439026334577,-0.162518929497775,0.271414099987409
"Grevillea aspera",47.5,1.56666666666667,7.5,210.8038,"shrub","woody","elliptical linear narrowly_elliptical","perennial","Proteaceae",356.25,-0.443514915093588,5.87563273158286,5.3509278430702,3.8607297110406,2.01490302054226,0.448950220047903
"Grevillea australis",23.7272727272727,0.933846153846154,3.09090909090909,27.748813184459,"shrub","woody","elliptical linear narrowly_obovate","perennial","Proteaceae",73.3388429752066,-1.10616795947654,4.29509038634211,3.32319307115026,3.16662513452432,1.12846525181779,-0.0684435718301845
"Grevillea barklyana",142.857142857143,6,65,3949.56666666667,"shrub tree","woody","elliptical narrowly_ovate obovate ovate triangular","perennial","Proteaceae",9285.71428571429,-0.324577176819044,9.13623239982246,8.28136114723582,4.96184512992682,4.17438726989564,1.79175946922805
"Grevillea buxifolia",17.2125,1.66666666666667,5.54444444444444,61.3873684210526,"shrub","woody","elliptical linear obovate ovate","perennial","Proteaceae",95.43375,-0.541281098102657,4.55843228947603,4.1172040879471,2.84563586405477,1.71279642542125,0.510825623765991
"Grevillea decurrens",214.166666666667,3.33333333333333,27.5,1261.75391304348,"shrub tree","woody","elliptical obovate widely_elliptical","perennial","Proteaceae",5889.58333333333,-1.07040130557231,8.68094053277379,7.14025802649829,5.36675452810127,3.31418600467253,1.20397280432594
"Grevillea dryandri subsp. dasycarpa",105,1.33333333333333,1,1590,"shrub","woody","linear","perennial","Proteaceae",105,2.61895635523829,4.65396035015752,7.37148929521428,4.65396035015752,0,0.287682072451781
"Grevillea floribunda",52.2222222222222,1.15555555555556,10.6666666666667,305.575,"shrub","woody","elliptical linear narrowly_oblong obovate","perennial","Proteaceae",557.037037037037,-0.457566067813864,6.3226317314995,5.72219524766333,3.95550811736788,2.36712361413162,0.144581228811108
"Grevillea formosa",87.5,0.833333333333333,15.5,2357,"shrub","woody","linear","perennial","Proteaceae",1356.25,0.813519160225679,7.21247881728877,7.76514490293613,4.47163879336357,2.7408400239252,-0.182321556793955
"Grevillea glauca",130,6.4,37.5,2764,"shrub tree","woody","elliptical narrowly_ovate","perennial","Proteaceae",4875,-0.126717571032628,8.49187538343195,7.92443418488756,4.86753445045558,3.62434093297637,1.85629799036563
"Grevillea goodii",134.125,0.3,35.25,3296.5,"shrub","woody","elliptical","perennial","Proteaceae",4727.90625,0.0751317360655177,8.46123773020914,8.10061657855336,4.89877220095086,3.56246552925828,-1.20397280432594
"Grevillea heliosperma",147.142857142857,5.95833333333333,10.8333333333333,1225,"shrub tree","woody","elliptical","perennial","Proteaceae",1594.04761904762,0.0227163477398713,7.37403173283595,7.11069612297883,4.99140393216837,2.38262780066758,1.78479079991196
"Grevillea hilliana",195.5,20.6,73,7712.5,"tree","woody","elliptical lanceolate oblong","perennial","Proteaceae",14271.5,-0.0269734903915322,9.56601982057381,8.95059766821364,5.27556037942542,4.29045944114839,3.02529107579554
"Grevillea huegelii",30,1.96428571428571,15.7,77.5,"shrub","woody","linear oblong","perennial","Proteaceae",471,-1.68031777718147,6.15485809401642,4.3502779363593,3.40119738166216,2.75366071235426,0.675128675057267
"Grevillea juniperina",20,1.575,2.96666666666667,12.7,"shrub","woody","lanceolate linear narrowly_elliptical subulate","perennial","Proteaceae",59.3333333333333,-1.7028503023762,4.08317126162398,2.54160199346455,2.99573227355399,1.08743898806998,0.454255272277596
"Grevillea mucronulata",23,1.46666666666667,10.125,160.375667638484,"shrub","woody","elliptical narrowly_elliptical obovate orbicular","perennial","Proteaceae",232.875,-0.350749501282131,5.45050182892175,5.07751898591067,3.13549421592915,2.3150076129926,0.382992252256106
"Grevillea oldei",21.25,0.8,4.125,49,"shrub","woody","lanceolate narrowly_elliptical oblong triangular","perennial","Proteaceae",87.65625,-0.692815338583338,4.47342291515707,3.89182029811063,3.05635689537043,1.41706601978664,-0.22314355131421
"Grevillea oleoides",95,2,11.5,700,"shrub","woody","elliptical linear narrowly_obovate obovate","perennial","Proteaceae",1092.5,-0.210318559932881,6.99622392696975,6.5510803350434,4.55387689160054,2.4423470353692,0.693147180559945
"Grevillea parallela",218.571428571429,7,5.5,1001,"tree","woody","linear","perennial","Proteaceae",1202.14285714286,0.0638901352593067,7.09186095756959,6.90875477931522,5.38711286533117,1.70474809223843,1.94591014905531
"Grevillea pteridifolia",180,7.91666666666667,2.9,2836.77391304348,"tree","woody","linear","perennial","Proteaceae",522,1.8182501947361,6.25766758788264,7.950422739368,5.19295685089021,1.06471073699243,2.06897024181254
"Grevillea ramosissima",42.7142857142857,1.41428571428571,7.6,155.6,"shrub","woody","lanceolate triangular","perennial","Proteaceae",324.628571428571,-0.666194663974123,5.78268167162766,5.04728861174429,3.75453342433537,2.02814824729229,0.346624608085231
"Grevillea reptans",90,0.3,1.5,133.282,"shrub","woody","linear","perennial","Proteaceae",135,-0.0667959714576304,4.90527477843843,4.89246718430834,4.49980967033027,0.405465108108164,-1.20397280432594
"Grevillea rosmarinifolia",24.7272727272727,1.275,1.91818181818182,13.7,"shrub","woody","elliptical linear narrowly_oblong","perennial","Proteaceae",47.4314049586777,-1.43502810246588,3.85928456118128,2.61739583283408,3.20790679349763,0.65137776768365,0.242946178610389
"Grevillea sericea",46.875,1.44444444444444,4.91111111111111,155.2,"shrub","woody","elliptical linear oblanceolate","perennial","Proteaceae",230.208333333333,-0.373540324588348,5.43898469603801,5.04471460774912,3.84748448429057,1.59150021174743,0.367724780125317
"Grevillea sericea subsp. sericea",40,1.25,6,142.703333333333,"shrub","woody","elliptical linear narrowly_obovate","perennial","Proteaceae",240,-0.492956598921218,5.48063892334199,4.96076788323824,3.68887945411394,1.79175946922805,0.22314355131421
"Grevillea speciosa",28.8888888888889,1.66,8.97894736842105,162.399064325926,"shrub","woody","elliptical narrowly_obovate obovate","perennial","Proteaceae",259.391812865497,-0.43088548340133,5.55833970957045,5.09005666617112,3.36345705367931,2.19488265589114,0.506817602368452
"Grevillea sphacelata",20.6666666666667,3.04285714285714,3,28.5,"shrub","woody","lanceolate oblong strap-shaped","perennial","Proteaceae",62,-0.935289414888914,4.12713438504509,3.3499040872746,3.02852209637698,1.09861228866811,1.11279692366007
"Grevillea striata",258.287394869231,8.94117647058824,6.94078974361538,1203.91523325,"shrub tree","woody","linear","perennial","Proteaceae",1792.71850121349,-0.0954711419618637,7.49148846251406,7.09333421911286,5.55407289855961,1.93741556395445,2.19066717679006
"Grevillea synapheae",110,0.814285714285714,35,400,"shrub","woody","linear narrowly_obovate narrowly_triangular","perennial","Proteaceae",3850,-1.84981038578184,8.25582842728183,5.99146454710798,4.70048036579242,3.55534806148941,-0.205443974214809
"Grewia retusifolia",79.2,1.21666666666667,40.8,1455,"shrub","woody","lanceolate","perennial","Malvaceae",3231.36,-0.412810406990115,8.0806583802305,7.28276117960559,4.37197629882038,3.70868208141012,0.19611487892629
"Guilfoylia monostylis",89.1666666666667,13.1428571428571,30,1916.4,"tree","woody","elliptical narrowly_ovate oblong obovate","perennial","Surianaceae",2675,0.023918946387301,7.89170465933011,7.55820370500897,4.49050727766795,3.40119738166216,2.57587842799373
"Guioa acutifolia",132,18.3333333333333,47.2,5117.66666666667,"tree","woody","elliptical falcate narrowly_elliptical oblong ovate","perennial","Sapindaceae",6230.4,0.276313530252371,8.73719581517788,8.54045388499079,4.88280192258637,3.85439389259151,2.90872089656436
"Guioa lasioneura",102,14.3,36,1859.5,"tree","woody","elliptical ovate","perennial","Sapindaceae",3672,-0.278215345868381,8.20849175174038,7.52806291336513,4.62497281328427,3.58351893845611,2.66025953726586
"Guioa semiglauca",75,15.7777777777778,23.75,2763.875015,"tree","woody","elliptical obovate","perennial","Sapindaceae",1781.25,0.738033301376041,7.48507064401696,7.92438896497948,4.31748811353631,3.16758253048065,2.75860248026504
"Gunnera cordifolia",25.3333333333333,0.1,25,173.644,"herb","herbaceous","cordate oblong ovate","perennial","Gunneraceae",633.333333333333,-1.13093042837588,6.45099687648642,5.15700722633285,3.23212105161822,3.2188758248682,-2.30258509299405
"Gunniopsis quadrifida",26.5911142857143,0.525,2.64420952385714,65.94306667,"shrub","woody","strap-shaped terete","perennial","Aizoaceae",70.3124776442594,-0.207562344839652,4.25294927445038,4.18879174353821,3.28057711057148,0.972372163878895,-0.644357016390513
"Gymnanthera oblonga",100,6,63.75,12513,"climber_woody","woody","elliptical lanceolate narrowly_elliptical","perennial","Apocynaceae",6375,1.14738050091495,8.76013937002663,9.43452338286506,4.60517018598809,4.15496918403854,1.79175946922805
"Gymnostachys anceps",1500,1.15,11.5166666666667,11565.2833333333,"herb","herbaceous","linear","perennial","Araceae",17275,0.212642602266264,9.75701564863587,9.35576307357282,7.3132203870903,2.44379526154557,0.139761942375159
"Gynatrix pulchella",85,3.66666666666667,31.95,1020.96682257524,"shrub","woody","lanceolate narrowly_ovate","perennial","Malvaceae",2715.75,-0.616444940238847,7.90682343731386,6.92850532260754,4.44265125649032,3.46417218082354,1.29928298413026
"Gynochthodes jasminoides",56.25,1.5,21.7769230769231,904.572163636364,"climber","woody","lanceolate narrowly_elliptical ovate","perennial","Rubiaceae",1224.95192307692,-0.0531740126616691,7.11065687574085,6.80746208455653,4.02980604108453,3.08085083465632,0.405465108108164
"Gyrostemon thesioides",31.6666666666667,0.6733,3.875,109.956,"shrub","woody","lanceolate","perennial","Gyrostemonaceae",122.708333333333,-0.176474480898919,4.80981026573774,4.70008028577108,3.45526460293243,1.35454566280531,-0.395564283430902
"Hackelia suaveolens",122.5,0.440663636363636,16.0625,1527.527,"herb","herbaceous","lanceolate oblanceolate","perennial","Boraginaceae",1967.65625,0.0617457160903974,7.58459839264022,7.33140536683061,4.80811102998478,2.77648736265544,-0.81947342389546
"Hackelochloa granularis",92.5,0.6,8.75,382.5,"graminoid herb","herbaceous","linear","annual","Poaceae",809.375,-0.554790575892716,6.6962623448879,5.94672865326659,4.52720864451838,2.16905370036952,-0.510825623765991
"Haemodorum corymbosum",575,0.8,1.175,622.35,"herb","herbaceous","terete","perennial","Haemodoraceae",675.625,0.0853366739716494,6.51563818839347,6.43350263544699,6.35437004079735,0.161268147596122,-0.22314355131421
"Hakea actites",81.6666666666667,2.65,1.05,137.21488,"shrub tree","woody","terete","perennial","Proteaceae",85.75,0.352003022270158,4.45143608604605,4.92154816422148,4.40264592187662,0.048790164169432,0.974559639998131
"Hakea aculeata",30,3,6,101,"shrub","woody","narrowly_elliptical oblanceolate terete","perennial","Proteaceae",180,-0.59022526419735,5.19295685089021,4.61512051684126,3.40119738166216,1.79175946922805,1.09861228866811
"Hakea acuminata",65,1.24285714285714,23.5,1516.3,"shrub","woody","elliptical narrowly_obovate obovate","perennial","Proteaceae",1527.5,0.271891555427014,7.33138769104575,7.32402843580689,4.17438726989564,3.15700042115011,0.217412876605225
"Hakea ambigua",65,2.14285714285714,12,427.6,"shrub","woody","linear narrowly_elliptical","perennial","Proteaceae",780,-0.411987774342961,6.65929391968364,6.05818817915089,4.17438726989564,2.484906649788,0.762140052046897
"Hakea amplexicaulis",113.333333333333,2.3125,45,2743.7,"shrub","woody","elliptical","perennial","Proteaceae",5100,-0.172818176811105,8.53699581871242,7.91706265342281,4.7303333289421,3.80666248977032,0.838329190404443
"Hakea anadenia",56,1.31428571428571,13,361.9,"shrub","woody","narrowly_elliptical obovate","perennial","Proteaceae",728,-0.518931703377443,6.59030104819669,5.8913679305697,4.02535169073515,2.56494935746154,0.273293334999681
"Hakea auriculata",37.5,1.32857142857143,22,109.5,"shrub","woody","spathulate","perennial","Proteaceae",825,-1.81740881590491,6.71538338633468,4.69592454925656,3.62434093297637,3.09104245335832,0.284104251103897
"Hakea baxteri",60,3.28571428571429,60,1232.6,"shrub","woody","obtriangular","perennial","Proteaceae",3600,-0.670872302942029,8.1886891244442,7.11688103852814,4.0943445622221,4.0943445622221,1.18958406687384
"Hakea benthamii",145,1.72,22,1448.47556666667,"shrub","woody","elliptical falcate linear narrowly_obovate","perennial","Proteaceae",3190,-0.406222908777696,8.06777619577889,7.27826694904275,4.97673374242057,3.09104245335832,0.542324290825362
"Hakea brownii",46.5,1.6,46.5,982.9,"shrub","woody","obtriangular","perennial","Proteaceae",2162.25,-0.458531745102173,7.67890462518662,6.89050738557258,3.83945231259331,3.83945231259331,0.470003629245736
"Hakea bucculenta",150,3.02857142857143,2.35,270.2,"shrub","woody","falcate strap-shaped","perennial","Proteaceae",352.5,-0.187105700412723,5.86505062225232,5.5991624255261,5.01063529409626,0.854415328156067,1.10809103262265
"Hakea candolleana",77.5,0.971428571428571,2.5,90.7,"shrub","woody","strap-shaped terete","perennial","Proteaceae",193.75,-0.760620937718378,5.26656866823346,4.50755735712109,4.3502779363593,0.916290731874155,-0.0289875368732523
"Hakea cinerea",110,1.68571428571429,13,892.8,"shrub","woody","linear narrowly_obovate","perennial","Proteaceae",1430,-0.199167517039999,7.26542972325395,6.79436259162705,4.70048036579242,2.56494935746154,0.522189382416306
"Hakea conchifolia",52.5,0.757142857142857,50,1711.2,"shrub","woody","cordate widely_ovate","perennial","Proteaceae",2625,-0.0727100959729424,7.87283617502572,7.4449501577682,3.96081316959758,3.91202300542815,-0.278203328497237
"Hakea corymbosa",74,1.3,6.25,156.8,"shrub","woody","linear narrowly_obovate","perennial","Proteaceae",462.5,-0.962578969999778,6.13664655695248,5.05497110791631,4.30406509320417,1.83258146374831,0.262364264467491
"Hakea costata",12,1.12857142857143,2.41666666666667,12.5,"shrub","woody","elliptical linear narrowly_obovate","perennial","Proteaceae",29,-1.10376324020661,3.36729582998647,2.52572864430826,2.484906649788,0.882389180198474,0.120952610417662
"Hakea cristata",62.5,2.1,35,1753.5,"shrub","woody","obovate","perennial","Proteaceae",2187.5,0.108224100055552,7.69051461823177,7.46936906958023,4.13516655674236,3.55534806148941,0.741937344729377
"Hakea cucullata",56.125,3.11111111111111,60.75,1043.2,"shrub","woody","cordate orbicular widely_obovate","perennial","Proteaceae",3409.59375,-0.790414284790311,8.13434842828308,6.95004819117239,4.02758134606242,4.10676708222066,1.13497993283898
"Hakea cyclocarpa",121.666666666667,1.9375,23.5,1808.2,"shrub","woody","elliptical","perennial","Proteaceae",2859.16666666667,-0.0911730797537443,7.9582854860645,7.50008715430327,4.80128506491438,3.15700042115011,0.661398482245365
"Hakea dactyloides",92.7142857142857,2.92857142857143,19.095652173913,1333.42681818182,"shrub","woody","falcate linear narrowly_elliptical narrowly_obovate","perennial","Proteaceae",1770.4397515528,0.0170669084984343,7.47898324191495,7.19550746261244,4.52952256764878,2.94946067426617,1.07451473708905
"Hakea denticulata",30.5,1.6,17.5,383.6,"shrub","woody","cordate elliptical obovate obtriangular","perennial","Proteaceae",533.75,-0.194318298985515,6.27992756454283,5.94960034300928,3.41772668361337,2.86220088092947,0.470003629245736
"Hakea drupacea",80,2.66666666666667,1.3,311.8,"shrub tree","woody","terete","perennial","Proteaceae",104,1.00405293680372,4.64439089914137,5.74236195662368,4.38202663467388,0.262364264467491,0.980829253011726
"Hakea elliptica",67.5,3.3,35.625,1332.5,"shrub","woody","elliptical widely_elliptical","perennial","Proteaceae",2404.6875,-0.246629751729016,7.7851752364673,7.19481215604,4.21212759787848,3.57304763858881,1.19392246847243
"Hakea eneabba",82.5,0.914285714285714,9.5,419.1,"shrub","woody","narrowly_obovate","perennial","Proteaceae",783.75,-0.436112074687721,6.66409009194713,6.03810955493103,4.41279829334063,2.2512917986065,-0.0896121586896872
