"taxon_name","leaf_length","plant_height","leaf_width","leaf_area","plant_growth_form","woodiness_detailed","leaf_shape","life_history","fam","LxW","residuals","logLxW","log_area","log_length","log_width","log_height"
"Faradaya splendida",215,33,101,11855.788,"climber_woody","woody","elliptical ovate","perennial","Lamiaceae",21715,0.0408806254430493,9.98575854496892,9.38057146613443,5.37063802812766,4.61512051684126,3.49650756146648
"Festuca plebeia",84,0.8,0.75,170.824,"graminoid","herbaceous","filiform","perennial","Poaceae",63,0.835096951153631,4.14313472639153,5.14063378670561,4.43081679884331,-0.287682072451781,-0.22314355131421
"Ficus benjamina",80.2,15.8333333333333,34.9,4320,"tree","woody","elliptical","perennial","Moraceae",2798.98,0.794814918942412,7.93701034408085,8.37101068123816,4.38452351487247,3.55248682920838,2.76211742237249
"Ficus congesta var. congesta",185,9.66666666666667,107.5,21000,"tree","woody","narrowly_elliptical obovate ovate rhomboidal","perennial","Moraceae",19887.5,0.685991813460847,9.89784667264604,9.95227771670556,5.22035582507832,4.67749084756772,2.26868354131836
"Ficus coronata",87.5,14.8,40.6142857142857,2661.9103333,"shrub tree","woody","narrowly_elliptical oblong ovate","perennial","Moraceae",3553.75,0.107315033088502,8.17575866296521,7.88679931442831,4.47163879336357,3.70411986960164,2.69462718077007
"Ficus crassipes",147.666666666667,30,101.333333333333,9560,"tree","woody","ovate widely_elliptical widely_obovate","perennial","Moraceae",14963.5555555556,0.146306423392304,9.61337289411514,9.16534300604545,4.99495748137703,4.61841541273811,3.40119738166216
"Ficus destruens",126.333333333333,37.3333333333333,39.6666666666667,3770,"tree","woody","lanceolate narrowly_elliptical","perennial","Moraceae",5011.22222222222,0.158862080407621,8.51943512085774,8.23483028044206,4.83892391641432,3.68051120444342,3.61988658262699
"Ficus fraseri",100,25,46,3974.9175,"tree","woody","elliptical obovate ovate","perennial","Moraceae",4600,0.285142422549488,8.43381158247719,8.28775927215607,4.60517018598809,3.8286413964891,3.2188758248682
"Ficus hispida",219.454545454545,11.7692307692308,104,42000,"tree","woody","elliptical","perennial","Moraceae",22823.2727272727,1.25831595740121,10.0355360280005,10.6454248972655,5.39114512885911,4.64439089914137,2.4654885639309
"Ficus leptoclada",99.3333333333333,15,36,2349.685,"tree","woody","elliptical narrowly_ovate","perennial","Moraceae",3576,-0.0223490259980233,8.18200013629341,7.76203655560051,4.59848119783729,3.58351893845611,2.70805020110221
"Ficus obliqua",78.9166666666667,38.75,32.5833333333333,2055.22753333333,"tree","woody","elliptical lanceolate oblong","perennial","Moraceae",2571.36805555556,0.12753759857061,7.85219335359544,7.62814184261783,4.36839244339808,3.48380091019737,3.65713075579936
"Ficus opposita",94.2307692307692,7.28571428571429,48.75,4618.33333333333,"tree","woody","elliptical","perennial","Moraceae",4593.75,0.435787222819103,8.43245196296115,8.43778916862897,4.54574676551729,3.88670519744386,1.98591548366901
"Ficus pleurocarpa",205,26,82,14783.3716666667,"tree","woody","oblong ovate","perennial","Moraceae",16810,0.480670735130271,9.72972922640266,9.6012582920764,5.32300997913841,4.40671924726425,3.25809653802148
"Ficus racemosa",130,24.8461538461538,62.8,6911.78571428571,"tree","woody","elliptical narrowly_elliptical oblong ovate","perennial","Moraceae",8164,0.343566288789611,9.00748952392973,8.84098330801919,4.86753445045558,4.13995507347415,3.21270296576112
"Ficus rubiginosa",97,40,56.1111111111111,3439.665,"tree","woody","elliptical obovate ovate","perennial","Moraceae",5442.77777777778,-0.00345856144953226,8.60204483044252,8.14312936190441,4.57471097850338,4.02733385193914,3.68887945411394
"Ficus scobina",102.125,6.77777777777778,48.8888888888889,3597.08333333333,"tree","woody","obovate","perennial","Moraceae",4992.77777777778,0.11525076500849,8.51574770275625,8.18787861088162,4.62619755318017,3.88955014957609,1.91364928683709
"Ficus septica",155,15.4,54,5124.75181818182,"tree","woody","elliptical oblong ovate","perennial","Moraceae",8370,0.0241181262434933,9.03240916348352,8.54183737711342,5.04342511691925,3.98898404656427,2.73436750941958
"Ficus variegata",180,25,110,14793.3333333333,"tree","woody","ovate widely_ovate","perennial","Moraceae",19800,0.340724728231075,9.89343721668263,9.60193190781848,5.19295685089021,4.70048036579242,3.2188758248682
"Ficus virens",120.571428571429,25.6666666666667,56.4285714285714,2663.19178883333,"tree","woody","elliptical","perennial","Moraceae",6803.67346938776,-0.450059158145907,8.82521796138645,7.88728060306041,4.79224234554064,4.03297561584581,3.24519313318557
"Ficus virgata",160,20,66,19800,"tree","woody","elliptical oblong","perennial","Moraceae",10560,1.17109970870105,9.26482855726025,9.89343721668263,5.07517381523383,4.18965474202643,2.99573227355399
"Ficus watkinsiana",155.5,48.3333333333333,53.3333333333333,4961.64653333333,"tree","woody","elliptical","perennial","Moraceae",8293.33333333333,-0.000203131127104425,9.02320725818501,8.50949292699725,5.04664573161929,3.97656152656572,3.87812145375246
"Flagellaria indica",185,10.6,12.5666666666667,3499.74231111111,"climber_herbaceous","herbaceous","linear","perennial","Flagellariaceae",2324.83333333333,0.744451978586148,7.75140363086418,8.1604446193702,5.22035582507832,2.53104780578586,2.36085400111802
"Flindersia acuminata",129.166666666667,37.6666666666667,30.5,2180,"tree","woody","elliptical falcate narrowly_elliptical ovate","perennial","Rutaceae",3939.58333333333,-0.180201486693074,8.27883024373866,7.68708015578313,4.86110356012529,3.41772668361337,3.62877553004423
"Flindersia australis",114.25,37.5,29,11494.6782867,"tree","woody","elliptical narrowly_obovate obovate ovate","perennial","Rutaceae",3313.25,1.62495375982569,8.10568485976079,9.3496394495677,4.73838902977431,3.36729582998647,3.62434093297637
"Flindersia bennettii",145.5,36.0555,46.875,20559.5107,"tree","woody","elliptical falcate narrowly_elliptical ovate","perennial","Rutaceae",6820.3125,1.58410855608277,8.82766057090212,9.93107892064778,4.98017608661155,3.84748448429057,3.58505941797469
"Flindersia bourjotiana",148.333333333333,35.75,31.5,4551.11452380952,"tree","woody","elliptical narrowly_ovate","perennial","Rutaceae",4672.5,0.406579437978858,8.44944953932972,8.42312743223738,4.99946199349813,3.44998754583159,3.57655026914002
"Flindersia brayleyana",197.5,34.4,54.5,4700.61414634146,"tree","woody","elliptical falcate ovate","perennial","Rutaceae",10763.75,-0.278004458791976,9.28393928601037,8.455448448596,5.28573858434118,3.9982007016692,3.53805656437935
"Flindersia collina",55.6666666666667,30.5555,27.1,3393.92536,"tree","woody","elliptical obovate spathulate","perennial","Rutaceae",1508.56666666667,1.08534928803723,7.3189152516343,8.1297424538022,4.01938152374865,3.29953372788566,3.41954470214688
"Flindersia ifflana",141.666666666667,35,39.5,2497.45555555556,"tree","woody","elliptical falcate narrowly_elliptical ovate","perennial","Rutaceae",5595.83333333333,-0.346201506563897,8.62977755216338,7.82302771479101,4.95347688025631,3.67630067190708,3.55534806148941
"Flindersia maculosa",45.2949037033333,12.4,6.9204,213.66716,"tree","woody","linear narrowly_elliptical narrowly_obovate","perennial","Rutaceae",313.458851588548,-0.320157655431653,5.74766809655733,5.36441947714225,3.8131945251301,1.93447357142723,2.51769647261099
"Flindersia oppositifolia",72.5,20,26.25,1219.85,"tree","woody","elliptical narrowly_elliptical ovate","perennial","Rutaceae",1903.125,-0.133705065645802,7.55125255089826,7.10648317934856,4.28358656186063,3.26766598903763,2.99573227355399
"Flindersia pimenteliana",110.833333333333,30.25,35.25,2557.72727272727,"tree","woody","elliptical falcate narrowly_elliptical ovate","perennial","Rutaceae",3906.875,-0.0138350157187882,8.27049310068608,7.84687435906901,4.7080275714278,3.56246552925828,3.40949618447685
"Flindersia schottiana",167,40.4445,39.125,10194,"tree","woody","falcate narrowly_elliptical narrowly_ovate oblong","perennial","Rutaceae",6533.875,0.92202311584195,8.78475546127707,9.22955459089999,5.11799381241676,3.66676164886032,3.69993066392595
"Flindersia xanthoxyla",105.4,43.75,19.5,13404.68176,"tree","woody","elliptical falcate narrowly_elliptical ovate","perennial","Rutaceae",2055.3,2.1882628385631,7.62817710167696,9.50335930999288,4.65776263610726,2.9704144655697,3.77849161280362
"Floydia praealta",179,27.5,25,5875,"tree","woody","linear narrowly_elliptical narrowly_obovate","perennial","Proteaceae",4475,0.698068595577216,8.40626163070896,8.67846133901236,5.18738580584075,3.2188758248682,3.31418600467253
"Frankenia pauciflora var. gunnii",5.2875,0.1,1.36666666666667,8.63938,"shrub","woody","elliptical","perennial","Frankeniaceae",7.22625,-0.278222294244737,1.97772022941455,2.15633082098189,1.6653455443724,0.312374685042152,-2.30258509299405
"Freycinetia excelsa",241.666666666667,25,7.5,10238,"climber_woody","woody","linear narrowly_lanceolate","perennial","Pandanaceae",1812.5,2.02774112168759,7.50246238672883,9.23386156701753,5.48755936618656,2.01490302054226,3.2188758248682
"Freycinetia scandens",105,20,20,19250,"climber_herbaceous","woody","linear narrowly_elliptical narrowly_obovate","perennial","Pandanaceae",2100,2.53035526281511,7.64969262371151,9.86526633971593,4.65396035015752,2.99573227355399,2.99573227355399
"Gahnia grandis",2052,2.33333333333333,5.85,8400.06636363636,"graminoid tussock","herbaceous","linear","perennial","Cyperaceae",12004.2,0.206714343086402,9.39301186753443,9.0359948852331,7.62657020629066,1.76644166124377,0.847297860387204
"Gahnia trifida",675,1.375,2,2170.73,"tussock","herbaceous","linear","perennial","Cyperaceae",1350,0.735463917899155,7.20785987143248,7.68281879549281,6.51471269087253,0.693147180559945,0.318453731118535
"Gaimardia fitzgeraldii",7,0.1,0.5,31.4159,"graminoid","herbaceous","linear subulate","perennial","Centrolepidaceae",3.5,1.63070579054936,1.25276296849537,3.44731413417922,1.94591014905531,-0.693147180559945,-2.30258509299405
"Gaimardia setacea",9,0.1,0.4,31.4159,"graminoid","herbaceous","subulate","perennial","Centrolepidaceae",3.6,1.60650838794563,1.28093384546206,3.44731413417922,2.19722457733622,-0.916290731874155,-2.30258509299405
"Galbulimima baccata",100,40,28.3333333333333,2397.19727272727,"tree","woody","elliptical lanceolate oblanceolate peltate","perennial","Himantandraceae",2833.33333333333,0.197552212757865,7.9492091538103,7.78205553089244,4.60517018598809,3.34403896782221,3.68887945411394
"Galium australe",8.1,0.4,2.75,37.6991,"herb","herbaceous","elliptical lanceolate oblong","perennial","Rubiaceae",22.275,0.222693605043461,3.10346497335687,3.62963622148996,2.09186406167839,1.01160091167848,-0.916290731874155
"Galium binifolium",10,0.3,2.1,19,"herb","herbaceous","elliptical narrowly_elliptical narrowly_oblanceolate oblong","annual perennial","Rubiaceae",21,-0.409349559159939,3.04452243772342,2.94443897916644,2.30258509299405,0.741937344729377,-1.20397280432594
"Galium ciliare",5.83333333333333,0.25,3.08333333333333,40.93495,"herb","herbaceous","elliptical orbicular","perennial","Rubiaceae",17.9861111111111,0.488437761849974,2.88959985511758,3.71198422137903,1.76358859226136,1.12601126285622,-1.38629436111989
"Galium divaricatum",6.10230769230769,0.176666666666667,1.38142857142857,4.65232,"herb","herbaceous","linear oblanceolate","annual","Rubiaceae",8.4299021978022,-1.02724010256893,2.13178517026226,1.53736601990889,1.80866700985237,0.32311816040989,-1.73349056110408
"Galium gaudichaudii",6.16666666666667,0.35,1.05,8.16814,"herb","herbaceous","lanceolate linear","perennial","Rubiaceae",6.475,-0.239816730383782,1.8679486075856,2.10024122077424,1.81915844341617,0.048790164169432,-1.04982212449868
"Galium propinquum",5.66666666666667,0.25,2.2,7.05,"herb","herbaceous","widely_elliptical","annual perennial","Rubiaceae",12.4666666666667,-0.949194988173436,2.52305841575238,1.95302761682418,1.73460105538811,0.78845736036427,-1.38629436111989
"Gamochaeta purpurea",50,0.276666666666667,11.875,121.94,"herb","herbaceous","oblanceolate spathulate","annual","Asteraceae",593.75,-1.42767034639409,6.38645835534885,4.80352912047967,3.91202300542815,2.47443534992071,-1.2849418668596
"Ganophyllum falcatum",67.8571428571429,21.75,32.5,2360,"tree","woody","elliptical","perennial","Sapindaceae",2205.35714285714,0.397193763949971,7.69864474431502,7.76641689801966,4.21740465497933,3.48124008933569,3.07961375753469
"Garcinia zichii",76.25,30,23.75,1120,"tree","woody","elliptical obovate","perennial","Clusiaceae",1810.9375,-0.176140383540453,7.50159994596817,7.02108396428914,4.33401741548752,3.16758253048065,3.40119738166216
"Gardenia fucata",45,3.5,13,6017.5,"tree","woody","elliptical","perennial","Rubiaceae",585,2.46961054072551,6.37161184723186,8.70242716965723,3.80666248977032,2.56494935746154,1.25276296849537
"Gastrolobium spinosum",25.25,3,22.25,602.92,"shrub","woody","elliptical","perennial","Fabaceae",561.8125,0.212186164609428,6.33116816433362,6.40178451794233,3.22882615572137,3.10234200861225,1.09861228866811
"Geijera parviflora",115.04,8.92588888888889,6.95,622.965,"tree","woody","lanceolate linear","perennial","Rutaceae",799.528,-0.0583123221323025,6.68402155354944,6.43449033743403,4.74527989397274,1.9387416595767,2.18895591810012
"Geijera salicifolia",96.6666666666667,22.2360833333333,34.9166666666667,3787.69606666667,"tree","woody","elliptical narrowly_elliptical oblong ovate","perennial","Rutaceae",3375.27777777778,0.502987090279463,8.12423290444655,8.23951321525445,4.57126863431241,3.55296427013414,3.10171634476064
"Geitonoplesium cymosum",71.25,7.66666666666667,13.78,673.328525,"climber_herbaceous","herbaceous","linear narrowly_lanceolate","perennial","Hemerocallidaceae",981.825,-0.157277083416854,6.88941308473427,6.51223336061253,4.26619481914876,2.62321826558551,2.03688192726104
"Gentianella diemensis",26.75,0.225,5.81818181818182,293.543,"herb","herbaceous","elliptical narrowly_oblanceolate oblanceolate spathulate","annual","Gentianaceae",155.636363636364,0.597667393214975,5.04752228390332,5.68202413620305,3.28653447334202,1.7609878105613,-1.49165487677772
"Geranium antrorsum",25,0.1,22.5,458.088,"herb","herbaceous","orbicular","perennial","Geraniaceae",562.5,-0.0625750127896079,6.33239113407858,6.1270613053957,3.2188758248682,3.11351530921037,-2.30258509299405
"Geranium homeanum",29.1666666666667,0.7,40,417,"herb","herbaceous","oblong obovate","annual perennial","Geraniaceae",1166.66666666667,-0.782821225961537,7.0619059588094,6.0330862217988,3.37302650469546,3.68887945411394,-0.356674943938732
"Geranium potentilloides",26.6666666666667,0.5094,41.675,807.876333333333,"herb","herbaceous","narrowly_obovate","perennial","Geraniaceae",1111.33333333333,-0.0821992054018136,7.01331577464263,6.69440899400204,3.28341434600577,3.72990142863686,-0.67452171643678
"Geranium retrorsum",18.5714285714286,0.35,25.5,194.063,"herb","herbaceous","orbicular ovate reniform","perennial","Geraniaceae",473.571428571429,-0.770472545349548,6.16030275356465,5.26818284861401,2.92162430140027,3.23867845216438,-1.04982212449868
"Geranium solanderi",48.2307692307692,0.307775,36.3076923076923,734.71,"herb","herbaceous","orbicular","perennial","Geraniaceae",1751.14792899408,-0.567356949238344,7.4680268112954,6.59947586353129,3.87599718317138,3.59202962812402,-1.17838628244846
"Germainia grandiflora",185,0.65,3.5,388.5,"herb","herbaceous","linear","perennial","Poaceae",647.5,-0.347614049290176,6.47311879357369,5.9622931698077,5.22035582507832,1.25276296849537,-0.430782916092454
"Glochidion ferdinandi",65,13.2416666666667,28.4714285714286,3150.5458335,"tree","woody","elliptical oblong","perennial","Phyllanthaceae",1850.64285714286,0.835665605588142,7.52328834805907,8.05533099728454,4.17438726989564,3.34890107816344,2.58336842375467
"Glochidion sumatranum",105.833333333333,18.5,45.8333333333333,4553.31928571429,"tree","woody","elliptical lanceolate oblong ovate","perennial","Phyllanthaceae",4850.69444444444,0.37491348992851,8.48687715810315,8.42361175932328,4.66186552966464,3.82501162843852,2.91777073208428
"Glossodia major",61,0.207272727272727,17.5,7068.58,"herb","herbaceous","lanceolate oblong","perennial","Orchidaceae",1067.5,2.11337778240934,6.97307474510278,8.86341489006153,4.11087386417331,2.86220088092947,-1.57371982983202
"Glossodia minor",24.1666666666667,0.1125,9,120,"herb","herbaceous","narrowly_ovate","perennial","Orchidaceae",217.5,-0.581038923643024,5.38219885052874,4.78749174278205,3.18497427319252,2.19722457733622,-2.18480205733766
"Glossostigma elatinoides",10.8571428571429,0.1,2,297.142,"herb","herbaceous","elliptical obovate","perennial","Phrymaceae",21.7142857142857,2.30155704475756,3.07797037179096,5.69421013902051,2.38482319123102,0.693147180559945,-2.30258509299405
"Glyceria australis",284,0.9833,5.625,2042.08333333333,"graminoid herb","herbaceous","oblong","perennial","Poaceae",1597.5,0.530004306260583,7.37619518625169,7.62172580755565,5.64897423816121,1.72722094809048,-0.0168410171960264
"Glycine canescens",42,2,5.8,135,"herb","herbaceous","filiform lanceolate narrowly_elliptical","perennial","Fabaceae",243.6,-0.561033769503647,5.49552753583574,4.90527477843843,3.73766961828337,1.75785791755237,0.693147180559945
"Glycine clandestina",29.5714285714286,1.5,6.74166666666667,488.069833333333,"climber","herbaceous","elliptical lanceolate linear oblong widely_elliptical widely_ovate","perennial","Fabaceae",199.360714285714,0.891557182154439,5.2951158184865,6.19045849670806,3.38680864421006,1.90830717427645,0.405465108108164
"Glycine latrobeana",21.25,0.166666666666667,8,359.409,"herb","herbaceous","elliptical obovate obtriangular orbicular","perennial","Fabaceae",170,0.723533292518369,5.13579843705026,5.88446101577215,3.05635689537043,2.07944154167984,-1.79175946922805
"Glycine microphylla",24.125,0.3,4.71818181818182,110.3,"herb","herbaceous","elliptical lanceolate narrowly_lanceolate obovate","perennial","Fabaceae",113.826136363636,-0.108822406533737,4.73467216459852,4.70320392625946,3.18324864722505,1.55142351737347,-1.20397280432594
"Glycine tabacina",27.7692307692308,0.3,8.91666666666667,6913,"herb","herbaceous","acicular elliptical lanceolate linear narrowly_oblong oblong widely_obovate","perennial","Fabaceae",247.608974358974,3.34632365735397,5.51185078554525,8.84115897594526,3.32392860087134,2.18792218467391,-1.20397280432594
"Glycosmis trifoliata",107.777777777778,5.33333333333333,41.3333333333333,6825,"shrub tree","woody","elliptical ovate","perennial","Rutaceae",4454.81481481481,0.851285660019387,8.40174077109814,8.82834762005316,4.68007149416121,3.72166927693693,1.67397643357167
"Gnaphalium indutum",10.5,0.127909090909091,1.325,23.5619,"herb","herbaceous","linear","annual","Asteraceae",13.9125,0.158709306853945,2.63278771660166,3.15963100069303,2.35137525716348,0.281412459438185,-2.05643549466612
"Gnephosis arachnoidea",19,0.19,2.25,17,"herb","herbaceous","lanceolate linear","annual","Asteraceae",42.75,-1.13074779141456,3.75536919538277,2.83321334405622,2.94443897916644,0.810930216216329,-1.66073120682165
"Gomphandra australiana",166,15,72.5,10040,"tree","woody","elliptical lanceolate ovate","perennial","Icacinaceae",12035,0.382193532210813,9.39557435021717,9.21433239324572,5.11198778835654,4.28358656186063,2.70805020110221
"Gompholobium foliolosum",3,0.777666666666667,1.32,29.5,"shrub","woody","obcordate obovate obtriangular","perennial","Fabaceae",3.96,1.46194965309258,1.37624402526639,3.38439026334577,1.09861228866811,0.27763173659828,-0.251457295628817
"Gompholobium glabratum",11.8571428571429,0.285714285714286,1,53.4075,"shrub","woody","linear narrowly_oblanceolate","perennial","Fabaceae",11.8571428571429,1.11132308108085,2.47293045874128,3.97795118554225,2.47293045874128,0,-1.25276296849537
"Gompholobium grandiflorum",25,0.8826,1.08333333333333,22.4826086956522,"shrub","woody","linear strap-shaped","perennial","Fabaceae",27.0833333333333,-0.460180541326953,3.29891853254174,3.11274206347303,3.2188758248682,0.0800427076735364,-0.12488318214669
"Gompholobium huegelii",13.5714285714286,0.832166666666667,1.21428571428571,26.65795,"shrub","woody","linear oblanceolate","perennial","Fabaceae",16.4795918367347,0.136260218653712,2.80212275698618,3.28308741757049,2.60796674254523,0.194156014440957,-0.183722537709583
"Gompholobium latifolium",39.2857142857143,2.31,4.28571428571429,284.292,"shrub","woody","lanceolate linear oblanceolate","perennial","Fabaceae",168.367346938776,0.498227363441287,5.1261481812181,5.65000187897155,3.67086094861126,1.45528723260684,0.837247524533702
"Gompholobium pinnatum",9,0.2,1,153.8932,"shrub","woody","narrowly_elliptical strap-shaped","perennial","Fabaceae",9,2.40254814395612,2.19722457733622,5.03625885533326,2.19722457733622,0,-1.6094379124341
"Gompholobium virgatum",16.875,1.111,2.525,287.4084,"shrub","woody","linear narrowly_obovate","perennial","Fabaceae",42.609375,1.68935162250604,3.75207429948592,5.66090420077522,2.82583323675859,0.926241062727323,0.105260510657493
"Gonocarpus humilis",14.75,0.357142857142857,8.5,188.496,"herb","herbaceous","ovate","perennial","Haloragaceae",125.375,0.342068950539117,4.8313092462821,5.23907678650376,2.69124308278583,2.14006616349627,-1.02961941718116
"Gonocarpus mezianus",12.3,0.25,10,224.624,"herb","herbaceous","cordate widely_ovate","perennial","Haloragaceae",123,0.533201135883515,4.81218435537242,5.4144278932296,2.50959926237837,2.30258509299405,-1.38629436111989
"Gonocarpus micranthus",8.16666666666667,0.166666666666667,6.38333333333333,79.01841665,"herb","herbaceous","orbicular ovate","perennial","Haloragaceae",52.1305555555556,0.229656616508532,3.95375125584112,4.36968094745017,2.10006082888257,1.85369042695855,-1.79175946922805
"Gonocarpus micranthus subsp. micranthus",6.125,0.06725,7,6.581,"herb","herbaceous","cordate lanceolate ovate","perennial","Haloragaceae",42.875,-2.07878462847727,3.7582889054861,1.88418670947398,1.81237875643079,1.94591014905531,-2.69933826050019
"Gonocarpus montanus",5.65,0.127272727272727,3.66666666666667,25.258735556,"herb","herbaceous","lanceolate ovate","perennial","Haloragaceae",20.7166666666667,-0.11399796633714,3.03093852928861,3.22917205850396,1.73165554515835,1.29928298413026,-2.06142303617716
"Gonocarpus serpyllifolius",7.5,0.175,2,39.2699,"herb","herbaceous","lanceolate ovate","perennial","Haloragaceae",15,0.603007163064862,2.70805020110221,3.67045832211354,2.01490302054226,0.693147180559945,-1.74296930505862
"Gonocarpus tetragynus",10.4,0.225511764705882,4.14444444444444,43.4529813857143,"herb","herbaceous","lanceolate","perennial","Haloragaceae",43.1022222222222,-0.202788435883682,3.76357455546088,3.77167946582953,2.34180580614733,1.42176874931355,-1.48938294975559
"Gonocarpus teucrioides",11.3,0.357857142857143,7.66666666666667,417.7,"herb","herbaceous","ovate","perennial","Haloragaceae",86.6333333333333,1.45231250184938,4.46168465297933,6.03476347150313,2.42480272571829,2.03688192726104,-1.02762141451849
"Goodenia bellidifolia",67.5,0.483333333333333,11.0454545454545,274.105,"herb","herbaceous","oblanceolate obovate","perennial","Goodeniaceae",745.568181818182,-0.816246484349174,6.61414658786072,5.61351124466006,4.21212759787848,2.40201898998223,-0.727048732235627
"Goodenia blackiana",40,0.165325,10,52.822,"herb","herbaceous","oblanceolate obovate","perennial","Goodeniaceae",400,-1.92190803807311,5.99146454710798,3.96692777059743,3.68887945411394,2.30258509299405,-1.79984204542141
"Goodenia cycloptera",68.9285714285714,0.255555555555556,12.0769230769231,312.95,"herb","herbaceous","obovate spathulate","annual perennial","Goodeniaceae",832.445054945055,-0.778876870227218,6.7243672196105,5.74604343337071,4.23307077172373,2.49129644788677,-1.36431545440112
"Goodenia elongata",60,0.362090909090909,12,1649.34,"herb","herbaceous","oblanceolate","perennial","Goodeniaceae",720,1.00173201594206,6.5792512120101,7.40813048687329,4.0943445622221,2.484906649788,-1.01585996859886
"Goodenia fascicularis",71.4285714285714,0.2267,13.0714285714286,480,"herb","herbaceous","linear ovate","perennial","Goodeniaceae",933.673469387755,-0.451283498241821,6.83912677259304,6.17378610390194,4.26869794936688,2.57042882322616,-1.48412772146865
"Goodenia geniculata",65,0.16046,6.5,257.242,"herb","herbaceous","linear oblanceolate","perennial","Goodeniaceae",422.5,-0.391659095251816,6.04618944679723,5.55001727607705,4.17438726989564,1.87180217690159,-1.82971058865663
"Goodenia glauca",58.6666666666667,0.183375,7.375,390,"herb","herbaceous","elliptical lanceolate","perennial","Goodeniaceae",432.666666666667,0.0025124261574623,6.06996760859593,5.96614673912369,4.07187170637004,1.99809590222588,-1.69622204251899
"Goodenia havilandii",49.8389647058824,0.210909090909091,7.0391166666875,154.3184667,"herb","herbaceous","lanceolate linear","annual","Goodeniaceae",350.822287111627,-0.741087343923782,5.86027979072517,5.03901843270052,3.90879710190956,1.95148268881561,-1.55632808712015
"Goodenia hederacea",61.6923076923077,0.4934,14.15,327.745,"herb","herbaceous","elliptical linear orbicular","perennial","Goodeniaceae",872.946153846154,-0.773660569287771,6.77187387449422,5.79223586699731,4.12215925040498,2.64971462408925,-0.706435074886881
"Goodenia heterochila",30,0.355555555555556,9.4,290,"herb","herbaceous","lanceolate oblanceolate","perennial","Goodeniaceae",282,0.0750215343322429,5.64190707093811,5.66988092298052,3.40119738166216,2.24070968927596,-1.03407376753054
"Goodenia humilis",65.625,0.151875,5.25,1649.34,"herb","herbaceous","linear oblanceolate","perennial","Goodeniaceae",344.53125,1.63483594090342,5.84218479751532,7.40813048687329,4.18395672091179,1.65822807660353,-1.88469746488732
"Goodenia lanata",45,0.225,12.5,1649.34,"herb","herbaceous","obovate","perennial","Goodeniaceae",562.5,1.21377272378226,6.33239113407858,7.40813048687329,3.80666248977032,2.52572864430826,-1.49165487677772
"Goodenia lunata",78.5714285714286,0.195214285714286,14.4285714285714,93,"herb","herbaceous","linear ovate","perennial","Goodeniaceae",1133.67346938776,-2.25313671159308,7.03321849695715,4.53259949315326,4.3640081291712,2.66921036778595,-1.63365742266933
"Goodenia ovata",54.7058823529412,1.84725,24.0588235294118,1318.91695833333,"shrub","woody","elliptical ovate","perennial","Goodeniaceae",1316.15916955017,0.260853681971698,7.18247305407767,7.18456619268635,4.00197124209109,3.18050181198659,0.61369804668662
"Goodenia pinnatifida",57.5,0.308053846153846,11.5625,268.7445,"herb","herbaceous","linear oblanceolate oblong","perennial","Goodeniaceae",664.84375,-0.737492733828489,6.49955205064185,5.59376111411618,4.0517849478033,2.44776710283854,-1.17748068611388
"Goodenia pusilliflora",47.8571428571429,0.130977472538462,10,167,"herb","herbaceous","narrowly_oblanceolate oblong obovate","annual","Goodeniaceae",478.571428571429,-0.929129375909221,6.1708054757638,5.11799381241676,3.86822038276975,2.30258509299405,-2.03272993592398
"Goodenia willisiana",66,0.177833333333333,10.3727272727273,136.6,"herb","herbaceous","lanceolate narrowly_elliptical","perennial","Goodeniaceae",684.6,-1.43685525657565,6.52883472609609,4.91705694713669,4.18965474202643,2.33917998406966,-1.72690849690844
"Goodia lotifolia",20.7272727272727,3.3333,16.4285714285714,797.179,"shrub","woody","elliptical obovate obtriangular","perennial","Fabaceae",340.51948051948,0.920524714594605,5.83047233546401,6.68107924579399,3.03145035615607,2.79902197930794,1.20396280427594
"Gossia acmenoides",50,18.6666666666667,22.5,1950.9282,"shrub tree","woody","elliptical ovate","perennial","Myrtaceae",1125,0.785704404983053,7.02553831463852,7.57606053830573,3.91202300542815,3.11351530921037,2.92673940206704
"Gossia bidwillii",61.6666666666667,22.619,32.5,1055.81892,"tree","woody","elliptical ovate","perennial","Myrtaceae",2004.16666666667,-0.322018495788686,7.60298362574591,6.96207197228957,4.12174353641022,3.48124008933569,3.11879026104584
"Gossia hillii",41.6666666666667,13.6,20.1666666666667,818.1292,"tree","woody","elliptical narrowly_ovate","perennial","Myrtaceae",840.277777777778,0.170513899953586,6.73373252500288,6.70702027034083,3.72970144863419,3.00403107636869,2.61006979274201
"Gossia punctata",34.5,11.75,17.8333333333333,696.10155,"tree","woody","elliptical","perennial","Myrtaceae",615.25,0.277322809609144,6.42202868927117,6.54549555486371,3.54095932403731,2.88106936523385,2.46385324059017
"Gossypium sturtianum",44,1.57225,46.6666666666667,135,"shrub","woody","obovate orbicular ovate","perennial","Malvaceae",2053.33333333333,-2.39205291833969,7.62721976785946,4.90527477843843,3.78418963391826,3.84303013394119,0.452507714441476
"Gratiola nana",6.5,0.1,2,25.9181,"herb","herbaceous","elliptical narrowly_oblong","perennial","Plantaginaceae",13,0.311938426213937,2.56494935746154,3.25494156632818,1.87180217690159,0.693147180559945,-2.30258509299405
